Unnamed: 0,IMSDB_Title,RT_Title,CriticScore,AudienceScore,CriticScoreCategory
1315,Win-Win,Win-Win,94.0,85.0,certified fresh
1316,Wind-Chill,Wind-Chill,46.0,31.0,rotten
1317,Withnail-and-I,Withnail-and-I,94.0,94.0,certified fresh
1318,Witness,Witness,93.0,80.0,certified fresh
1319,Wizard-of-Oz,Wizard-of-Oz,98.0,89.0,certified fresh
1320,Wolf-of-Wall-Street,Wolf-of-Wall-Street,80.0,83.0,certified fresh
1321,Wonder-Boys,Wonder-Boys,82.0,83.0,certified fresh
1322,Wonder-Woman,Wonder-Woman,82.0,78.0,certified fresh
1323,Wonder-Woman,Wonder-Woman,93.0,86.0,certified fresh
1324,Woodsman,Woodsman,88.0,77.0,certified fresh
1325,World-is-not-Enough,World-is-not-Enough,52.0,49.0,rotten
1326,Wrestler,Wrestler,98.0,88.0,certified fresh
1327,X-Files-Fight-the-Future,X-Files:-Fight-the-Future,66.0,72.0,fresh
1328,X-Men,X-Men,81.0,83.0,certified fresh
1329,X-Men-Origins-Wolverine,X-Men-Origins:-Wolverine,37.0,58.0,rotten
1330,xXx,xXx,48.0,58.0,rotten
1331,Year-One,Year-One,14.0,23.0,rotten
1332,Yes-Man,Yes-Man,46.0,66.0,rotten
1333,You-Can-Count-On-Me,You-Can-Count-On-Me,95.0,88.0,certified fresh
1334,You've-Got-Mail,You've-Got-Mail,70.0,73.0,fresh
1335,Youth-in-Revolt,Youth-in-Revolt,66.0,52.0,fresh
1336,Zero-Dark-Thirty,Zero-Dark-Thirty,91.0,80.0,certified fresh
1337,Zerophilia,Zerophilia,25.0,61.0,rotten
1338,Zootopia,Zootopia,98.0,92.0,certified fresh
